DATE,age_category,percent_positive_7d_avg
2020-08-04,65+,0.0025
2020-08-05,65+,0.0023
2020-08-06,65+,0.0025
2020-08-07,65+,0.0024
2020-08-08,65+,0.0023
2020-08-09,65+,0.0025
2020-08-10,65+,0.0027
2020-08-11,65+,0.003
2020-08-12,65+,0.003
2020-08-13,65+,0.0028
2020-08-14,65+,0.0028
2020-08-15,65+,0.003
2020-08-16,65+,0.003
2020-08-17,65+,0.003
2020-08-18,65+,0.0028
2020-08-19,65+,0.003
2020-08-20,65+,0.0031
2020-08-21,65+,0.003
2020-08-22,65+,0.003
2020-08-23,65+,0.0032
2020-08-24,65+,0.0035
2020-08-25,65+,0.0038
2020-08-26,65+,0.0038
2020-08-27,65+,0.004
2020-08-28,65+,0.004
2020-08-29,65+,0.004
2020-08-30,65+,0.004
2020-08-31,65+,0.0039
2020-09-01,65+,0.0038
2020-09-02,65+,0.0036
2020-09-03,65+,0.0034
2020-09-04,65+,0.0037
2020-09-05,65+,0.0039
2020-09-06,65+,0.0037
2020-09-07,65+,0.0037
2020-09-08,65+,0.004
2020-09-09,65+,0.0042
2020-09-10,65+,0.0047
2020-09-11,65+,0.0047
2020-09-12,65+,0.0049
2020-09-13,65+,0.0051
2020-09-14,65+,0.0048
2020-09-15,65+,0.0052
2020-09-16,65+,0.0053
2020-09-17,65+,0.0055
2020-09-18,65+,0.0059
2020-09-19,65+,0.0061
2020-09-20,65+,0.0065
2020-09-21,65+,0.0073
2020-09-22,65+,0.0079
2020-09-23,65+,0.0085
2020-09-24,65+,0.0089
2020-09-25,65+,0.0097
2020-09-26,65+,0.0104
2020-09-27,65+,0.0104
2020-09-28,65+,0.0115
2020-09-29,65+,0.0122
2020-09-30,65+,0.0124
2020-10-01,65+,0.0124
2020-10-02,65+,0.0125
2020-10-03,65+,0.0124
2020-10-04,65+,0.0126
2020-10-05,65+,0.0124
2020-10-06,65+,0.0126
2020-10-07,65+,0.0128
2020-10-08,65+,0.0126
2020-10-09,65+,0.0133
2020-10-10,65+,0.0134
2020-10-11,65+,0.014
2020-10-12,65+,0.0146
2020-10-13,65+,0.0147
2020-10-14,65+,0.015
2020-10-15,65+,0.0162
2020-10-16,65+,0.0163
2020-10-17,65+,0.0176
2020-10-18,65+,0.0178
2020-10-19,65+,0.017
2020-10-20,65+,0.0178
2020-10-21,65+,0.0199
2020-10-22,65+,0.0205
2020-10-23,65+,0.0209
2020-10-24,65+,0.021
2020-10-25,65+,0.0221
2020-10-26,65+,0.0233
2020-10-27,65+,0.0245
2020-10-28,65+,0.0255
2020-10-29,65+,0.0258
2020-10-30,65+,0.0254
2020-10-31,65+,0.0254
2020-11-01,65+,0.0246
2020-11-02,65+,0.0263
2020-11-03,65+,0.0263
2020-11-04,65+,0.0259
2020-11-05,65+,0.0267
2020-11-06,65+,0.03
2020-11-07,65+,0.0311
2020-11-08,65+,0.0324
2020-11-09,65+,0.033
2020-11-10,65+,0.0332
2020-11-11,65+,0.0339
2020-11-12,65+,0.0346
2020-11-13,65+,0.0332
2020-11-14,65+,0.033
2020-11-15,65+,0.0335
2020-11-16,65+,0.0322
2020-11-17,65+,0.0326
2020-11-18,65+,0.0318
2020-11-19,65+,0.0318
2020-11-20,65+,0.0317
2020-11-21,65+,0.032
2020-11-22,65+,0.0311
2020-11-23,65+,0.0312
2020-11-24,65+,0.0307
2020-11-25,65+,0.0312
2020-11-26,65+,0.0323
2020-11-27,65+,0.0319
2020-11-28,65+,0.0318
2020-11-29,65+,0.0331
2020-11-30,65+,0.0331
2020-12-01,65+,0.0331
2020-12-02,65+,0.0325
2020-12-03,65+,0.0309
2020-12-04,65+,0.0325
2020-12-05,65+,0.0326
2020-12-06,65+,0.0324
2020-12-07,65+,0.0327
2020-12-08,65+,0.0329
2020-12-09,65+,0.0333
2020-12-10,65+,0.0352
2020-12-11,65+,0.0351
2020-12-12,65+,0.0355
2020-12-13,65+,0.0359
2020-12-14,65+,0.0364
2020-12-15,65+,0.0367
2020-12-16,65+,0.0386
2020-12-17,65+,0.039
2020-12-18,65+,0.0384
2020-12-19,65+,0.039
2020-12-20,65+,0.0382
2020-12-21,65+,0.0377
2020-12-22,65+,0.0391
2020-12-23,65+,0.0391
2020-12-24,65+,0.04
2020-12-25,65+,0.0433
2020-12-26,65+,0.0453
2020-12-27,65+,0.0479
2020-12-28,65+,0.0505
2020-12-29,65+,0.051
2020-12-30,65+,0.052
2020-12-31,65+,0.052
2021-01-01,65+,0.0527
2021-01-02,65+,0.0527
2021-01-03,65+,0.0531
2021-01-04,65+,0.0526
2021-01-05,65+,0.0537
2021-01-06,65+,0.055
2021-01-07,65+,0.0558
2021-01-08,65+,0.0536
2021-01-09,65+,0.0526
2021-01-10,65+,0.0513
2021-01-11,65+,0.051
2021-01-12,65+,0.0495
2021-01-13,65+,0.0476
2021-01-14,65+,0.0459
2021-01-15,65+,0.0444
2021-01-16,65+,0.0435
2021-01-17,65+,0.0432
2021-01-18,65+,0.0423
2021-01-19,65+,0.0418
2021-01-20,65+,0.041
2021-01-21,65+,0.0395
2021-01-22,65+,0.0382
2021-01-23,65+,0.0375
2021-01-24,65+,0.0371
2021-01-25,65+,0.0362
2021-01-26,65+,0.0355
2021-01-27,65+,0.0339
2021-01-28,65+,0.0333
2021-01-29,65+,0.0321
2021-01-30,65+,0.0317
2021-01-31,65+,0.0305
2021-02-01,65+,0.029
2021-02-02,65+,0.0274
2021-02-03,65+,0.0267
2021-02-04,65+,0.025
2021-02-05,65+,0.0248
2021-02-06,65+,0.0236
2021-02-07,65+,0.0234
2021-02-08,65+,0.0222
2021-02-09,65+,0.0212
2021-02-10,65+,0.0203
2021-02-11,65+,0.0193
2021-02-12,65+,0.0187
2021-02-13,65+,0.0186
2021-02-14,65+,0.0178
2021-02-15,65+,0.0183
2021-02-16,65+,0.0175
2021-02-17,65+,0.017
2021-02-18,65+,0.0177
2021-02-19,65+,0.0172
2021-02-20,65+,0.0166
2021-02-21,65+,0.0168
2021-02-22,65+,0.016
2021-02-23,65+,0.0165
2021-02-24,65+,0.0168
2021-02-25,65+,0.0164
2021-02-26,65+,0.0165
2021-02-27,65+,0.0166
2021-02-28,65+,0.0166
2021-03-01,65+,0.0167
2021-03-02,65+,0.0169
2021-03-03,65+,0.017
2021-03-04,65+,0.0175
2021-03-05,65+,0.0176
2021-03-06,65+,0.0182
2021-03-07,65+,0.0188
2021-03-08,65+,0.0193
2021-03-09,65+,0.0196
2021-03-10,65+,0.0201
2021-03-11,65+,0.0209
2021-03-12,65+,0.0209
2021-03-13,65+,0.0215
2021-03-14,65+,0.0214
2021-03-15,65+,0.0224
2021-03-16,65+,0.0233
2021-03-17,65+,0.025
2021-03-18,65+,0.0252
